BASE_YEAR,BASE_QUARTER,BASE_MT,BASE_DAY,MT_WEEK_ODR,WEEK_ODR,CTPRVN_NM,KOREA_MOVIE_ADNC_CO,OVSEA_MOVIE_ADNC_CO,MOVIE_ADNC_CO,KOREA_MOVIE_SALES_PRICE,OVSEA_MOVIE_SALES_PRICE,MOVIE_SALES_PRICE,DAY_AVRG_KOREA_MOVIE_SCRNG_CO,DAY_AVRG_OVSEA_MOVIE_SCRNG_CO,DAY_AVRG_MOVIE_SCRNG_CO
2019,2,04,28,4,17,인천광역시,26065,362814,388879,200559640,3115728610,3316288250,8.43,21.57,30
2019,2,05,05,1,18,인천광역시,55637,254712,310349,448701580,2228329490,2677031070,10.29,20.43,31
2019,2,05,12,2,19,인천광역시,76469,118940,195409,655965170,1052971810,1708936980,12.14,17.14,29
2019,2,05,19,3,20,인천광역시,135157,46235,181392,1183042810,400854990,1583897800,10,15,25
2019,2,05,26,4,21,인천광역시,104436,65658,170094,913191070,580698420,1493889490,12.71,15.57,28
2019,2,06,02,5,22,인천광역시,216336,91233,307569,1855598970,730176810,2585775780,13.86,17.29,31
2019,2,06,09,1,23,인천광역시,193946,144595,338541,1666088640,1244985620,2911074260,12.29,18,30
2019,2,06,16,2,24,인천광역시,69453,125588,195041,595004910,1087887870,1682892780,7.43,20.43,28
2019,2,06,23,3,25,인천광역시,73094,160002,233096,640345360,1377705270,2018050630,5.43,21.14,27
2019,2,06,30,4,26,인천광역시,51409,196972,248381,415557790,1629130290,2044688080,6.29,22.43,29
2019,3,07,07,1,27,인천광역시,14034,335803,349837,116498700,2888228820,3004727520,7.29,21.71,29
2019,3,07,14,2,28,인천광역시,22522,203715,226237,187551380,1739172270,1926723650,7.43,19.71,27
2019,3,07,21,3,29,인천광역시,9791,210829,220620,80332190,1848267740,1928599930,7.71,22.71,30
2019,3,07,28,4,30,인천광역시,48823,155601,204424,413561550,1325487780,1739049330,8,22.14,30
2019,3,08,04,1,31,인천광역시,248541,124239,372780,2048793490,969310700,3018104190,8.86,20,29
2019,3,08,11,2,32,인천광역시,292784,48546,341330,2524023280,375552320,2899575600,10.86,19.14,30
2019,3,08,18,3,33,인천광역시,211705,128240,339945,1823103350,1130505760,2953609110,12,16.29,28
2019,3,08,25,4,34,인천광역시,140438,63019,203457,1225061160,538679000,1763740160,15.43,21,36
2019,3,09,01,5,35,인천광역시,122732,52695,175427,987056670,419470960,1406527630,14.86,22.14,37
2019,3,09,08,1,36,인천광역시,71203,45183,116386,586460890,385466710,971927600,17.86,16.86,35
2019,3,09,15,2,37,인천광역시,313974,18179,332153,2815748000,147006680,2962754680,18,11.86,30
2019,3,09,22,3,38,인천광역시,109703,28496,138199,930486500,245478660,1175965160,15.29,13.14,28
2019,3,09,29,4,39,인천광역시,97888,24284,122172,790951710,189366960,980318670,14.57,17.14,32
2019,4,10,06,1,40,인천광역시,120296,124039,244335,1017629320,1064065420,2081694740,14.14,18.29,32
2019,4,10,13,2,41,인천광역시,76378,100756,177134,650001240,855328180,1505329420,13.57,15.43,29
2019,4,10,20,3,42,인천광역시,42781,72832,115613,359884200,624197280,984081480,18.29,19.57,38
2019,4,10,27,4,43,인천광역시,76025,57043,133068,650134140,477711560,1127845700,17.14,22.71,40
2019,4,11,03,5,44,인천광역시,77463,120383,197846,609858440,981281180,1591139620,10,23,33
2019,4,11,10,1,45,인천광역시,92283,68412,160695,797311900,575925560,1373237460,8.86,21,30
2019,4,11,17,2,46,인천광역시,110625,40894,151519,951171060,338347420,1289518480,10,23.29,33
2019,4,11,24,3,47,인천광역시,62797,255633,318430,530356620,2197536000,2727892620,11.86,19.57,31
2019,4,12,01,1,48,인천광역시,53322,237063,290385,430411300,1913033340,2343444640,13.14,15.14,28
2019,4,12,08,1,49,인천광역시,33057,150704,183761,266740920,1255673740,1522414660,14.43,15.71,30
2019,4,12,15,2,50,인천광역시,19266,148553,167819,146864940,1244675770,1391540710,15.57,19,35
2019,4,12,22,3,51,인천광역시,206949,63757,270706,1790397260,517020000,2307417260,12,18.57,31
2019,4,12,29,4,52,인천광역시,288171,79865,368036,2425522140,660343880,3085866020,9.14,17.86,27
2019,1,01,06,1,1,전라남도,31114,60243,91357,246777200,457698500,704475700,5.43,6.57,12
2019,1,01,13,2,2,전라남도,61003,27334,88337,469011500,200845850,669857350,6.29,6.71,13
2019,1,01,20,3,3,전라남도,59596,20994,80590,452977750,158239600,611217350,6,8,14
2019,1,01,27,4,4,전라남도,109875,8076,117951,858438800,58226900,916665700,6.14,9.57,16
2019,1,02,03,5,5,전라남도,154847,14446,169293,1172825610,100655950,1273481560,8.71,6.14,15
2019,1,02,10,1,6,전라남도,186837,41272,228109,1501090160,322060120,1823150280,4.86,4.57,9
2019,1,02,17,2,7,전라남도,70867,24402,95269,529175150,180279840,709454990,5.57,7.86,13
2019,1,02,24,3,8,전라남도,72046,13777,85823,541555230,98883690,640438920,5.86,11.29,17
2019,1,03,03,4,9,전라남도,77871,8717,86588,574607340,62243630,636850970,6.57,11.86,18
2019,1,03,10,1,10,전라남도,19561,57698,77259,150875270,454462240,605337510,6.29,6.14,12
2019,1,03,17,2,11,전라남도,10511,37151,47662,78632380,289091820,367724200,7.29,6.57,14
2019,1,03,24,3,12,전라남도,43137,14714,57851,343876730,113051620,456928350,7.14,6.43,14
2019,1,03,31,4,13,전라남도,28384,26679,55063,213776990,199074120,412851110,5.14,8.43,14
2019,2,04,07,1,14,전라남도,23690,21421,45111,183610570,167650200,351260770,6.14,8,14
2019,2,04,14,2,15,전라남도,23228,15115,38343,172818790,119584350,292403140,4.86,10.29,15
2019,2,04,21,3,16,전라남도,20429,9074,29503,151533540,69473270,221006810,7.71,12.43,20
2019,2,04,28,4,17,전라남도,16861,130229,147090,116138940,997827880,1113966820,8,6.71,15
2019,2,05,05,1,18,전라남도,30686,94132,124818,228462340,720767390,949229730,5.57,4.43,10
2019,2,05,12,2,19,전라남도,40873,43750,84623,314996090,335389530,650385620,4.71,5.57,10
2019,2,05,19,3,20,전라남도,65468,16673,82141,522982560,127288520,650271080,5.71,5.57,11
2019,2,05,26,4,21,전라남도,45631,22173,67804,359561900,172207940,531769840,8.29,7.43,16
2019,2,06,02,5,22,전라남도,88320,31458,119778,698136400,229631400,927767800,8,6.57,15
2019,2,06,09,1,23,전라남도,83550,59193,142743,648696880,453624480,1102321360,5.29,6.43,12
2019,2,06,16,2,24,전라남도,29497,44570,74067,228779820,346550970,575330790,4.14,10.86,15
2019,2,06,23,3,25,전라남도,46351,50321,96672,367220140,389218980,756439120,3.86,10.43,14
2019,2,06,30,4,26,전라남도,35841,59910,95751,272891720,460271890,733163610,3.86,9.14,13
2019,3,07,07,1,27,전라남도,11587,127299,138886,87878320,982460890,1070339210,4,8.71,13
2019,3,07,14,2,28,전라남도,12626,76188,88814,94003910,578196150,672200060,5.71,7.86,14
2019,3,07,21,3,29,전라남도,5018,86764,91782,35650280,671378720,707029000,5.86,11.29,17
2019,3,07,28,4,30,전라남도,28296,55652,83948,212019700,422291510,634311210,4.29,11.86,16
2019,3,08,04,1,31,전라남도,115480,44536,160016,866873790,320743740,1187617530,4.14,9.43,14
2019,3,08,11,2,32,전라남도,146319,16582,162901,1143859960,118379190,1262239150,6,7.29,13
2019,3,08,18,3,33,전라남도,122134,55795,177929,954828440,439604650,1394433090,7.57,9,17
2019,3,08,25,4,34,전라남도,74071,28453,102524,582211940,220427330,802639270,9.57,8.29,18
2019,3,09,01,5,35,전라남도,60801,18120,78921,452509120,137595300,590104420,9.57,8.71,18
2019,3,09,08,1,36,전라남도,37720,17169,54889,288192980,137205640,425398620,8.71,7.86,17
2019,3,09,15,2,37,전라남도,158633,5305,163938,1309874020,40871080,1350745100,10.43,5.14,16
2019,3,09,22,3,38,전라남도,56152,10014,66166,432893100,81051090,513944190,9.14,7.14,16
2019,3,09,29,4,39,전라남도,49383,6110,55493,369813060,46355500,416168560,9.43,7.71,17
2019,4,10,06,1,40,전라남도,57065,38004,95069,445109980,301425460,746535440,8,7.29,15
2019,4,10,13,2,41,전라남도,35484,34430,69914,272222340,270454240,542676580,6.86,8.57,15
2019,4,10,20,3,42,전라남도,21509,30559,52068,162835600,232092520,394928120,11.57,8.43,20
2019,4,10,27,4,43,전라남도,32058,23868,55926,250152860,178248600,428401460,9,11.14,20
2019,4,11,03,5,44,전라남도,32084,42067,74151,238263260,318508820,556772080,4.14,12.57,17
2019,4,11,10,1,45,전라남도,42413,27189,69602,337071540,207428060,544499600,4,11.29,15
2019,4,11,17,2,46,전라남도,53622,14192,67814,422073320,109402080,531475400,5.29,10.29,16
2019,4,11,24,3,47,전라남도,31912,105871,137783,243750060,808025700,1051775760,8.71,8.43,17
2019,4,12,01,1,48,전라남도,25064,89349,114413,190730920,648420820,839151740,8.29,5.29,14
2019,4,12,08,1,49,전라남도,18116,67327,85443,131860300,496109560,627969860,8.14,6.57,15
2019,4,12,15,2,50,전라남도,12908,65059,77967,88032720,478455340,566488060,6.86,9.71,17
2019,4,12,22,3,51,전라남도,104102,24658,128760,815845220,175057240,990902460,6.14,7,13
2019,4,12,29,4,52,전라남도,150725,25833,176558,1171943080,192295360,1364238440,5.14,4.86,10
2019,1,01,06,1,1,전라북도,35235,79504,114739,290652200,642786150,933438350,6.86,11,18
2019,1,01,13,2,2,전라북도,73341,38218,111559,596285400,295558550,891843950,6.86,13.14,20
2019,1,01,20,3,3,전라북도,69065,26733,95798,554062590,209914720,763977310,7.43,15,22
2019,1,01,27,4,4,전라북도,132371,11348,143719,1097480990,83175710,1180656700,8,17.57,26
2019,1,02,03,5,5,전라북도,189847,22022,211869,1503612180,165957430,1669569610,8.86,12,21
2019,1,02,10,1,6,전라북도,226224,59401,285625,1914659800,519416760,2434076560,7.71,9,17
2019,1,02,17,2,7,전라북도,87177,32642,119819,693152000,262362820,955514820,8,11.86,20
2019,1,02,24,3,8,전라북도,89142,21303,110445,711298740,159458390,870757130,7.43,16.86,24
2019,1,03,03,4,9,전라북도,103638,13904,117542,794029250,97483560,891512810,9.29,18,27
2019,1,03,10,1,10,전라북도,26348,89550,115898,206667080,762707010,969374090,8,17,25
2019,1,03,17,2,11,전라북도,11941,56289,68230,91697790,474865280,566563070,9.29,16,25
2019,1,03,24,3,12,전라북도,57818,23358,81176,482776020,190960490,673736510,10.14,13.14,23
2019,1,03,31,4,13,전라북도,40344,45991,86335,312402970,355837930,668240900,10,15.57,26
2019,2,04,07,1,14,전라북도,28257,33728,61985,224657170,261949570,486606740,8.86,15,24
2019,2,04,14,2,15,전라북도,24176,23621,47797,192738070,191316630,384054700,8,16.43,24
2019,2,04,21,3,16,전라북도,21272,14519,35791,165084050,117578150,282662200,12,19.71,32
2019,2,04,28,4,17,전라북도,16906,194992,211898,123349960,1610902320,1734252280,9.86,14.29,24
2019,2,05,05,1,18,전라북도,35798,134709,170507,272490850,1137980460,1410471310,8.71,10,19
2019,2,05,12,2,19,전라북도,47133,60989,108122,374302440,517580060,891882500,10.29,9.86,20
2019,2,05,19,3,20,전라북도,80592,24479,105071,667330150,204482260,871812410,9.57,9.57,19
2019,2,05,26,4,21,전라북도,60497,40811,101308,497075660,294817910,791893570,10.29,13.29,24
2019,2,06,02,5,22,전라북도,127408,49886,177294,1034545240,382523260,1417068500,10.43,14.57,25
2019,2,06,09,1,23,전라북도,113744,81843,195587,916608660,661957000,1578565660,7.57,15.86,23
2019,2,06,16,2,24,전라북도,41799,66455,108254,328928330,542718610,871646940,6.14,17.57,24
2019,2,06,23,3,25,전라북도,47181,83837,131018,387941290,679391580,1067332870,5.43,18.71,24
2019,2,06,30,4,26,전라북도,34338,102801,137139,264938230,800689770,1065628000,4.43,17.29,22
2019,3,07,07,1,27,전라북도,9691,187791,197482,74611370,1525604970,1600216340,4.29,13.71,18
2019,3,07,14,2,28,전라북도,16430,111341,127771,126544620,876102940,1002647560,7.57,15.43,23
2019,3,07,21,3,29,전라북도,6804,123355,130159,51154930,1007898870,1059053800,9.14,16.71,26
2019,3,07,28,4,30,전라북도,35592,82662,118254,274384690,657761640,932146330,9.43,18,27
2019,3,08,04,1,31,전라북도,158357,64866,223223,1225676360,471475080,1697151440,7.57,15.86,23
2019,3,08,11,2,32,전라북도,193240,37199,230439,1555636590,202905370,1758541960,8.57,12.71,21
2019,3,08,18,3,33,전라북도,146481,91701,238182,1172807380,661293300,1834100680,10.71,12.57,23
2019,3,08,25,4,34,전라북도,93334,38245,131579,749807560,310875330,1060682890,11.71,14.14,26
2019,3,09,01,5,35,전라북도,75927,29826,105753,574090990,218648720,792739710,11.57,16.43,28
2019,3,09,08,1,36,전라북도,47254,26993,74247,363434300,201808390,565242690,14.71,18,33
2019,3,09,15,2,37,전라북도,202847,8193,211040,1707617380,63202580,1770819960,13.57,11.14,25
2019,3,09,22,3,38,전라북도,68944,15215,84159,551824990,124784600,676609590,12,11.29,23
2019,3,09,29,4,39,전라북도,56947,16771,73718,435432750,86068030,521500780,11.43,13,24
2019,4,10,06,1,40,전라북도,75120,67317,142437,598786760,497292640,1096079400,11.86,15.57,27
2019,4,10,13,2,41,전라북도,46680,55488,102168,371543960,421795580,793339540,11.71,13.14,25
2019,4,10,20,3,42,전라북도,25041,40006,65047,199288380,323248360,522536740,14.71,13.43,28
2019,4,10,27,4,43,전라북도,41162,31696,72858,335358580,248367060,583725640,12.86,18.57,31
2019,4,11,03,5,44,전라북도,44531,63515,108046,334560140,487970720,822530860,7.43,18,25
2019,4,11,10,1,45,전라북도,55342,35447,90789,456021080,277645000,733666080,5,16,21
2019,4,11,17,2,46,전라북도,69241,20372,89613,560221380,156649960,716871340,7.57,18,26
2019,4,11,24,3,47,전라북도,39938,142600,182538,316097580,1136363480,1452461060,11.86,16.86,29
2019,4,12,01,1,48,전라북도,32290,129625,161915,243399920,974032300,1217432220,13.14,13.43,27
2019,4,12,08,1,49,전라북도,21640,97052,118692,161703020,754742600,916445620,15.29,15.29,31
2019,4,12,15,2,50,전라북도,13499,90384,103883,98139320,705397840,803537160,14.29,17.43,32
2019,4,12,22,3,51,전라북도,133974,35849,169823,1080582040,257506180,1338088220,13.14,13.71,27
2019,4,12,29,4,52,전라북도,185573,41344,226917,1471073220,315998860,1787072080,10,15.14,25
2019,1,01,06,1,1,제주특별자치도,12543,30394,42937,107704350,253081900,360786250,6.14,6.43,13
2019,1,01,13,2,2,제주특별자치도,27574,14783,42357,231036900,116521750,347558650,7,6.43,13
2019,1,01,20,3,3,제주특별자치도,26527,10779,37306,219885950,87494300,307380250,8.86,8,17
2019,1,01,27,4,4,제주특별자치도,44117,3787,47904,380106830,29538300,409645130,7.43,9.57,17
2019,1,02,03,5,5,제주특별자치도,65262,6514,71776,536464490,50083450,586547940,7.43,4.29,12
2019,1,02,10,1,6,제주특별자치도,71313,17469,88782,625274020,148199320,773473340,6.57,3.71,10
2019,1,02,17,2,7,제주특별자치도,33376,12462,45838,277407160,101628380,379035540,6.14,7,13
2019,1,02,24,3,8,제주특별자치도,34216,6643,40859,287443910,51845450,339289360,5.43,9.43,15
2019,1,03,03,4,9,제주특별자치도,37952,4032,41984,304483590,31286880,335770470,7.29,8,15
2019,1,03,10,1,10,제주특별자치도,11394,32686,44080,94637930,277715010,372352940,7.71,4.43,12
2019,1,03,17,2,11,제주특별자치도,4873,20782,25655,41116380,176817090,217933470,8.29,4.57,13
2019,1,03,24,3,12,제주특별자치도,20464,9694,30158,177540240,81420290,258960530,6.14,5.71,12
2019,1,03,31,4,13,제주특별자치도,14354,14667,29021,115602430,119183860,234786290,6.14,6.14,12
2019,2,04,07,1,14,제주특별자치도,11341,12823,24164,95617980,108711690,204329670,4.71,6.71,11
2019,2,04,14,2,15,제주특별자치도,10049,8919,18968,84673730,75727520,160401250,4.57,9.43,14
2019,2,04,21,3,16,제주특별자치도,9069,4850,13919,77251860,40192700,117444560,7.71,11,19
2019,2,04,28,4,17,제주특별자치도,7032,66313,73345,55527680,549000970,604528650,6.71,5.57,12
2019,2,05,05,1,18,제주특별자치도,11793,53240,65033,94441240,443412980,537854220,5.43,3.43,9
2019,2,05,12,2,19,제주특별자치도,17048,26362,43410,142923240,221525320,364448560,5.29,3.71,9
2019,2,05,19,3,20,제주특별자치도,30370,10340,40710,262195820,86363330,348559150,7.14,4.14,11
2019,2,05,26,4,21,제주특별자치도,22271,11618,33889,191324980,98161930,289486910,8.29,5.29,14
2019,2,06,02,5,22,제주특별자치도,44363,17707,62070,372791360,138300050,511091410,7.71,5.86,14
2019,2,06,09,1,23,제주특별자치도,40783,29251,70034,344576480,244301280,588877760,5.57,6.86,12
2019,2,06,16,2,24,제주특별자치도,16361,25101,41462,138570230,209105870,347676100,3,9.43,12
2019,2,06,23,3,25,제주특별자치도,16574,31339,47913,143209780,263477220,406687000,3.43,8,11
2019,2,06,30,4,26,제주특별자치도,12527,40043,52570,102012220,326876610,428888830,4.71,7.29,12
2019,3,07,07,1,27,제주특별자치도,4127,61721,65848,33665240,519475900,553141140,3.43,6.14,10
2019,3,07,14,2,28,제주특별자치도,5713,50284,55997,47667680,417103700,464771380,4.57,6.14,11
2019,3,07,21,3,29,제주특별자치도,1897,52393,54290,15165780,438268340,453434120,4.57,8.57,13
2019,3,07,28,4,30,제주특별자치도,11263,32533,43796,95229530,271878280,367107810,2.86,7.71,11
2019,3,08,04,1,31,제주특별자치도,46599,24128,70727,380118140,188443770,568561910,3.57,6.71,10
2019,3,08,11,2,32,제주특별자치도,66860,8753,75613,567194520,69516210,636710730,6.29,4.71,11
2019,3,08,18,3,33,제주특별자치도,53653,22664,76317,458087240,197344920,655432160,7.71,6,14
2019,3,08,25,4,34,제주특별자치도,34960,13891,48851,299703580,119112660,418816240,8.57,8.43,17
2019,3,09,01,5,35,제주특별자치도,30624,10206,40830,250418800,83721470,334140270,7.57,8,16
2019,3,09,08,1,36,제주특별자치도,19561,8134,27695,163215120,69131780,232346900,9.71,8.14,18
2019,3,09,15,2,37,제주특별자치도,61693,2344,64037,547445220,19431200,566876420,8.86,4.43,13
2019,3,09,22,3,38,제주특별자치도,25199,5673,30872,216167580,49642200,265809780,8.43,3.29,12
2019,3,09,29,4,39,제주특별자치도,23702,4394,28096,195505260,35224030,230729290,9.43,5.71,15
2019,4,10,06,1,40,제주특별자치도,26800,22094,48894,230164080,191142200,421306280,7.71,5.57,13
2019,4,10,13,2,41,제주특별자치도,15087,18927,34014,127917720,163125420,291043140,6.57,7.71,14
2019,4,10,20,3,42,제주특별자치도,10526,17862,28388,91298760,153206140,244504900,7.29,8.29,16
2019,4,10,27,4,43,제주특별자치도,17763,12856,30619,154081100,107849320,261930420,5.29,7.57,13
2019,4,11,03,5,44,제주특별자치도,16923,21554,38477,138637420,174128440,312765860,2.71,9.29,12
2019,4,11,10,1,45,제주특별자치도,20104,14245,34349,174247520,118062340,292309860,2.71,8.14,11
2019,4,11,17,2,46,제주특별자치도,25838,7048,32886,221592740,58481060,280073800,5.43,7.71,13
2019,4,11,24,3,47,제주특별자치도,14624,53167,67791,120574440,440910040,561484480,6.14,6,12
2019,4,12,01,1,48,제주특별자치도,12288,52393,64681,99938920,417548280,517487200,7,5.57,13
2019,4,12,08,1,49,제주특별자치도,7610,30487,38097,62617000,253236500,315853500,6.43,6,12
2019,4,12,15,2,50,제주특별자치도,4345,29868,34213,34506300,247656500,282162800,6.71,9.29,16
2019,4,12,22,3,51,제주특별자치도,48426,14298,62724,406812260,113386180,520198440,4,6.14,10
2019,4,12,29,4,52,제주특별자치도,65507,15875,81382,541328100,129174400,670502500,3.57,4.43,8
2019,1,01,06,1,1,충청남도,38621,92182,130803,321219350,746790650,1068010000,7.43,9,16
2019,1,01,13,2,2,충청남도,83127,47104,130231,675977400,363400100,1039377500,7.43,10.71,18
2019,1,01,20,3,3,충청남도,77812,34518,112330,630204570,275272300,905476870,8.14,12,20
2019,1,01,27,4,4,충청남도,145577,14680,160257,1214543570,109287830,1323831400,9.43,14.29,24
2019,1,02,03,5,5,충청남도,198574,25443,224017,1586917140,188210340,1775127480,11.14,9.57,21
2019,1,02,10,1,6,충청남도,222999,65374,288373,1896985630,537471900,2434457530,8,9.43,17
2019,1,02,17,2,7,충청남도,93511,42837,136348,746875060,332198500,1079073560,7,11.71,19
2019,1,02,24,3,8,충청남도,89386,25277,114663,721151400,191752720,912904120,8.29,14.14,22
2019,1,03,03,4,9,충청남도,107900,17605,125505,856607000,130097440,986704440,8.43,14.29,23
2019,1,03,10,1,10,충청남도,28958,101145,130103,240145340,854187170,1094332510,8.43,12,20
2019,1,03,17,2,11,충청남도,12397,66829,79226,100977650,563301980,664279630,9.86,12.14,22
2019,1,03,24,3,12,충청남도,61654,29945,91599,528497300,237445930,765943230,9.86,9.43,19
2019,1,03,31,4,13,충청남도,43390,55196,98586,348547040,430748570,779295610,10,14.71,25
2019,2,04,07,1,14,충청남도,30384,42047,72431,251254210,341126870,592381080,7.29,14,21
2019,2,04,14,2,15,충청남도,24000,27607,51607,198431340,227609510,426040850,6.43,16.57,23
2019,2,04,21,3,16,충청남도,22724,18401,41125,182208150,148029900,330238050,11.57,19.43,31
2019,2,04,28,4,17,충청남도,19673,204978,224651,150994190,1694458630,1845452820,12.71,11.86,25
2019,2,05,05,1,18,충청남도,37579,157360,194939,297961740,1311507230,1609468970,7.57,8.43,16
2019,2,05,12,2,19,충청남도,53222,70494,123716,445107110,595258490,1040365600,7,9.29,16
2019,2,05,19,3,20,충청남도,86833,28388,115221,743342410,234231480,977573890,8.43,8.14,17
2019,2,05,26,4,21,충청남도,68606,39142,107748,589193940,322366340,911560280,10.86,9.29,20
2019,2,06,02,5,22,충청남도,128613,55022,183635,1086080530,420147860,1506228390,10.29,10.43,21
2019,2,06,09,1,23,충청남도,114089,91426,205515,966087870,759891740,1725979610,7.57,12.57,20
2019,2,06,16,2,24,충청남도,40107,75984,116091,338307000,646937850,985244850,6.86,16.14,23
2019,2,06,23,3,25,충청남도,48656,93223,141879,416223090,787216480,1203439570,6.57,13.14,20
2019,2,06,30,4,26,충청남도,34078,112498,146576,273477410,914251310,1187728720,7,11.86,19
2019,3,07,07,1,27,충청남도,8806,206349,215155,70299140,1700756510,1771055650,8,12.29,20
2019,3,07,14,2,28,충청남도,16742,114294,131036,129255030,956787700,1086042730,9.43,12.86,22
2019,3,07,21,3,29,충청남도,6957,130859,137816,54072080,1100490260,1154562340,7.86,16.71,25
2019,3,07,28,4,30,충청남도,37665,94756,132421,306671020,785659840,1092330860,6.71,16.71,23
2019,3,08,04,1,31,충청남도,155515,75775,231290,1255926250,587494740,1843420990,5.71,12.86,19
2019,3,08,11,2,32,충청남도,201786,39403,241189,1689439850,271929660,1961369510,8.71,12.43,21
2019,3,08,18,3,33,충청남도,145850,92790,238640,1227288530,746492560,1973781090,10.86,10,21
2019,3,08,25,4,34,충청남도,93603,45327,138930,791964160,377016590,1168980750,11.57,14.71,26
2019,3,09,01,5,35,충청남도,80440,35233,115673,646604160,259618010,906222170,12,17.71,30
2019,3,09,08,1,36,충청남도,52848,30581,83429,435653290,247213120,682866410,14,17.57,32
2019,3,09,15,2,37,충청남도,205043,7080,212123,1791981020,58576800,1850557820,11.71,12.57,24
2019,3,09,22,3,38,충청남도,79908,17426,97334,667789900,149038470,816828370,12.14,11.14,23
2019,3,09,29,4,39,충청남도,61046,17539,78585,488058000,102539780,590597780,12.29,12.14,24
2019,4,10,06,1,40,충청남도,83121,76967,160088,686066220,593182710,1279248930,12,11.29,23
2019,4,10,13,2,41,충청남도,51375,65756,117131,428233140,512452250,940685390,10.57,11.86,22
2019,4,10,20,3,42,충청남도,31251,46741,77992,240399850,393487710,633887560,13.43,15.71,29
2019,4,10,27,4,43,충청남도,44858,35662,80520,383998620,298344080,682342700,12.29,17.57,30
2019,4,11,03,5,44,충청남도,44574,72600,117174,355605620,578238520,933844140,7.86,16.43,24
2019,4,11,10,1,45,충청남도,61245,45817,107062,516783960,364440830,881224790,6.71,19.14,26
2019,4,11,17,2,46,충청남도,72219,28115,100334,618222940,207609390,825832330,7.14,18.43,26
2019,4,11,24,3,47,충청남도,40372,163395,203767,338375450,1344479650,1682855100,9.71,15.71,25
2019,4,12,01,1,48,충청남도,35161,152857,188018,279022790,1213596070,1492618860,12.57,11.86,24
2019,4,12,08,1,49,충청남도,22516,97387,119903,179692050,800845590,980537640,12.71,12.14,25
2019,4,12,15,2,50,충청남도,13830,99230,113060,103187060,819555300,922742360,12.29,16.29,29
2019,4,12,22,3,51,충청남도,142614,36549,179163,1199457990,295581390,1495039380,9.43,14.71,24
2019,4,12,29,4,52,충청남도,186228,47222,233450,1539739290,383850420,1923589710,10,13.71,24
2019,1,01,06,1,1,충청북도,32578,68786,101364,275383700,568786250,844169950,5.57,10.29,16
2019,1,01,13,2,2,충청북도,65989,32491,98480,551894590,261659040,813553630,6.57,13.14,20
2019,1,01,20,3,3,충청북도,61691,25863,87554,513425460,209248980,722674440,6.57,14,21
2019,1,01,27,4,4,충청북도,119456,10705,130161,1019941560,82753630,1102695190,7.29,14.71,22
2019,1,02,03,5,5,충청북도,166891,20589,187480,1342080950,156282120,1498363070,8.71,9.14,18
2019,1,02,10,1,6,충청북도,193077,52771,245848,1682570060,449561040,2132131100,6.43,8.14,15
2019,1,02,17,2,7,충청북도,76882,32081,108963,626372230,255600870,881973100,5.29,11.71,17
2019,1,02,24,3,8,충청북도,80317,20106,100423,658970470,155876180,814846650,6.14,16.29,22
2019,1,03,03,4,9,충청북도,93819,12051,105870,735788140,91029870,826818010,8.14,17.86,26
2019,1,03,10,1,10,충청북도,23563,78754,102317,193394650,666061630,859456280,7.29,12.29,20
2019,1,03,17,2,11,충청북도,11076,50726,61802,89891460,432711960,522603420,7.86,11.14,19
2019,1,03,24,3,12,충청북도,51491,21631,73122,443248550,180118680,623367230,7.29,11.71,19
2019,1,03,31,4,13,충청북도,35757,42171,77928,286790950,337709050,624500000,7.57,12,20
2019,2,04,07,1,14,충청북도,25244,30648,55892,208726900,253244110,461971010,7.71,11.57,19
2019,2,04,14,2,15,충청북도,22133,22353,44486,183105830,187884200,370990030,5.14,15,20
2019,2,04,21,3,16,충청북도,18945,14213,33158,153287160,119377020,272664180,7.71,18.14,26
2019,2,04,28,4,17,충청북도,16425,189909,206334,123040680,1539299180,1662339860,7.43,16,23
2019,2,05,05,1,18,충청북도,34279,116357,150636,275119340,955132550,1230251890,6.14,12.14,18
2019,2,05,12,2,19,충청북도,46131,54016,100147,383950370,448581440,832531810,6.14,10,16
2019,2,05,19,3,20,충청북도,74715,19307,94022,636947000,157402850,794349850,6.29,10,16
2019,2,05,26,4,21,충청북도,56725,30750,87475,479576400,257618160,737194560,9.29,11.29,21
2019,2,06,02,5,22,충청북도,114338,45745,160083,954415590,358164930,1312580520,10.29,9.57,20
2019,2,06,09,1,23,충청북도,98584,75627,174211,826733820,622665590,1449399410,8.29,9.71,18
2019,2,06,16,2,24,충청북도,34832,60084,94916,290868340,505758290,796626630,6,13.86,20
2019,2,06,23,3,25,충청북도,41525,76601,118126,349033280,640342660,989375940,5.57,16.43,22
2019,2,06,30,4,26,충청북도,29022,92338,121360,229756790,748633040,978389830,4.43,14.29,19
2019,3,07,07,1,27,충청북도,8402,181025,189427,68713230,1488199110,1556912340,4.71,11.71,16
2019,3,07,14,2,28,충청북도,13967,89771,103738,114921700,741361530,856283230,6.29,11.29,18
2019,3,07,21,3,29,충청북도,6096,109102,115198,47478480,906930210,954408690,7.29,14.43,22
2019,3,07,28,4,30,충청북도,31787,79117,110904,257581040,637951210,895532250,7.43,13.14,21
2019,3,08,04,1,31,충청북도,141501,57495,198996,1120978410,436446790,1557425200,6.57,11.14,18
2019,3,08,11,2,32,충청북도,166983,23381,190364,1385720460,178737230,1564457690,9,8.43,17
