BASE_YEAR,BASE_QUARTER,BASE_MT,BASE_DAY,MT_WEEK_ODR,WEEK_ODR,CTPRVN_NM,KOREA_MOVIE_ADNC_CO,OVSEA_MOVIE_ADNC_CO,MOVIE_ADNC_CO,KOREA_MOVIE_SALES_PRICE,OVSEA_MOVIE_SALES_PRICE,MOVIE_SALES_PRICE,DAY_AVRG_KOREA_MOVIE_SCRNG_CO,DAY_AVRG_OVSEA_MOVIE_SCRNG_CO,DAY_AVRG_MOVIE_SCRNG_CO
2019,1,01,06,1,1,강원도,28043,64782,92825,227830300,516961400,744791700,5.29,13.71,19
2019,1,01,13,2,2,강원도,57925,32632,90557,460859470,250670310,711529780,6.86,13.57,20
2019,1,01,20,3,3,강원도,55885,24927,80812,441536430,194795230,636331660,6.71,14.14,21
2019,1,01,27,4,4,강원도,107270,10365,117635,880833990,76777680,957611670,6.57,15.29,22
2019,1,02,03,5,5,강원도,157628,19831,177459,1231994660,149009150,1381003810,8.29,12.14,20
2019,1,02,10,1,6,강원도,183453,47815,231268,1544524430,404249850,1948774280,7.43,10.57,18
2019,1,02,17,2,7,강원도,75988,28172,104160,596183160,227530510,823713670,6.14,12.86,19
2019,1,02,24,3,8,강원도,77688,16881,94569,614758980,127208630,741967610,6.29,17.14,23
2019,1,03,03,4,9,강원도,87029,11192,98221,662286740,80826860,743113600,7.14,19.43,27
2019,1,03,10,1,10,강원도,22058,74558,96616,177158220,618318770,795476990,6.86,12.57,19
2019,1,03,17,2,11,강원도,9603,50931,60534,75648780,415768590,491417370,7.71,12,20
2019,1,03,24,3,12,강원도,46030,21524,67554,378979560,174913020,553892580,8.29,11.57,20
2019,1,03,31,4,13,강원도,33265,40976,74241,253949500,322483250,576432750,7.71,13.71,21
2019,2,04,07,1,14,강원도,23228,30840,54068,183463400,251208200,434671600,8.29,13.57,22
2019,2,04,14,2,15,강원도,19667,20303,39970,155727350,163050870,318778220,6.29,17,23
2019,2,04,21,3,16,강원도,17956,11254,29210,139256770,91013240,230270010,9.43,19.43,29
2019,2,04,28,4,17,강원도,14500,169716,184216,103156540,1378641750,1481798290,10.71,13.71,24
2019,2,05,05,1,18,강원도,29347,118397,147744,224091790,955201720,1179293510,8.29,9.14,17
2019,2,05,12,2,19,강원도,38722,59266,97988,310183310,470932650,781115960,6.14,9.57,16
2019,2,05,19,3,20,강원도,60138,22268,82406,492034100,176704150,668738250,7.14,10.86,18
2019,2,05,26,4,21,강원도,48719,29095,77814,394230870,236498870,630729740,9.57,13,23
2019,2,06,02,5,22,강원도,102173,36947,139120,822202320,281702480,1103904800,11.14,11.43,23
2019,2,06,09,1,23,강원도,95090,61168,156258,768910590,490512450,1259423040,8.43,10.71,19
2019,2,06,16,2,24,강원도,36869,54840,91709,292178150,443789240,735967390,5.29,14.71,20
2019,2,06,23,3,25,강원도,39265,70618,109883,310174270,572209680,882383950,4.86,17.29,22
2019,2,06,30,4,26,강원도,27575,85063,112638,206164620,659582330,865746950,4.71,18.71,23
2019,3,07,07,1,27,강원도,8322,163172,171494,64131530,1304087670,1368219200,4.71,15.43,20
2019,3,07,14,2,28,강원도,12031,88932,100963,91758900,702577810,794336710,6.86,14.29,21
2019,3,07,21,3,29,강원도,5470,106462,111932,40422780,849821260,890244040,6.14,17.57,24
2019,3,07,28,4,30,강원도,32173,76830,109003,240455490,604381900,844837390,7.29,17.86,25
2019,3,08,04,1,31,강원도,120956,55291,176247,922674100,401502840,1324176940,5.43,10,15
2019,3,08,11,2,32,강원도,158988,21207,180195,1260725730,154337710,1415063440,8.43,9.29,18
2019,3,08,18,3,33,강원도,122425,61100,183525,961010210,487709590,1448719800,12.29,10.43,23
2019,3,08,25,4,34,강원도,80482,30739,111221,631632040,242353820,873985860,12.71,11.14,24
2019,3,09,01,5,35,강원도,67962,22126,90088,507966780,167903660,675870440,12.14,12.86,25
2019,3,09,08,1,36,강원도,43319,19816,63135,329353550,159415730,488769280,13.14,10.29,23
2019,3,09,15,2,37,강원도,154384,6632,161016,1261171570,51179150,1312350720,14.14,6.71,21
2019,3,09,22,3,38,강원도,58375,13325,71700,456274790,106515150,562789940,12.86,8.43,21
2019,3,09,29,4,39,강원도,51866,10220,62086,384867840,76451910,461319750,13.43,11.71,25
2019,4,10,06,1,40,강원도,62840,56562,119402,487723090,459848860,947571950,11.86,12.71,25
2019,4,10,13,2,41,강원도,40075,50692,90767,311296040,394474100,705770140,11.43,12.29,24
2019,4,10,20,3,42,강원도,22276,36045,58321,174649080,280994060,455643140,16.71,11.43,28
2019,4,10,27,4,43,강원도,35291,28291,63582,279378820,219202880,498581700,14.29,15.57,30
2019,4,11,03,5,44,강원도,36198,52641,88839,268542040,400294540,668836580,7.86,18.71,27
2019,4,11,10,1,45,강원도,46557,30910,77467,368726820,238382780,607109600,5.43,16.86,22
2019,4,11,17,2,46,강원도,57305,18674,75979,453025180,141695940,594721120,7.29,16.43,24
2019,4,11,24,3,47,강원도,36481,129335,165816,275747600,1014918560,1290666160,12.29,16,28
2019,4,12,01,1,48,강원도,27970,119016,146986,204312700,882143720,1086456420,12.14,11.14,23
2019,4,12,08,1,49,강원도,16180,80164,96344,120259180,620918740,741177920,10.71,13.29,24
2019,4,12,15,2,50,강원도,11847,74895,86742,82486720,582591180,665077900,11.14,15.43,27
2019,4,12,22,3,51,강원도,108806,30869,139675,862638160,234157360,1096795520,10.29,12.43,23
2019,4,12,29,4,52,강원도,155793,34886,190679,1224452560,270012320,1494464880,6.71,12.71,19
2019,1,01,06,1,1,경기도,253058,693269,946327,2200397900,5936026150,8136424050,10,14.86,25
2019,1,01,13,2,2,경기도,530097,354244,884341,4517700760,2907805290,7425506050,12.29,21,33
2019,1,01,20,3,3,경기도,508253,284406,792659,4288088390,2381551540,6669639930,12.71,25.14,38
2019,1,01,27,4,4,경기도,999440,126017,1125457,8713465940,1004328970,9717794910,13.14,25.43,39
2019,1,02,03,5,5,경기도,1415333,212125,1627458,11679170590,1721377440,13400548030,14.29,19.57,34
2019,1,02,10,1,6,경기도,1680293,513879,2194172,14921593070,4693500600,19615093670,11.71,17.57,29
2019,1,02,17,2,7,경기도,673166,329812,1002978,5562931440,2784479280,8347410720,10.86,20.29,31
2019,1,02,24,3,8,경기도,707980,218983,926963,5884672900,1748753510,7633426410,11.57,25.71,37
2019,1,03,03,4,9,경기도,813250,155648,968898,6517610360,1194999460,7712609820,13.43,28.14,42
2019,1,03,10,1,10,경기도,180190,807402,987592,1523051010,7157400290,8680451300,11.57,20.14,32
2019,1,03,17,2,11,경기도,82496,523322,605818,686407770,4618532510,5304940280,12.71,20,33
2019,1,03,24,3,12,경기도,434341,227991,662332,3839934880,1977226980,5817161860,13.71,23.57,37
2019,1,03,31,4,13,경기도,307501,436028,743529,2497022050,3594750200,6091772250,16,26.43,42
2019,2,04,07,1,14,경기도,203553,313413,516966,1723585200,2688250710,4411835910,18,26.71,45
2019,2,04,14,2,15,경기도,165677,209414,375091,1400406560,1803021520,3203428080,15,27.71,43
2019,2,04,21,3,16,경기도,147114,137388,284502,1217972790,1172424850,2390397640,16.14,36.86,53
2019,2,04,28,4,17,경기도,117667,1658155,1775822,911155810,14259235040,15170390850,15.57,32.43,48
2019,2,05,05,1,18,경기도,233235,1268387,1501622,1876728590,11037569000,12914297590,12.14,23.29,35
2019,2,05,12,2,19,경기도,323201,572757,895958,2738487940,5096588920,7835076860,15.57,18.43,34
2019,2,05,19,3,20,경기도,569269,216856,786125,4957394710,1940468940,6897863650,12.86,18.43,31
2019,2,05,26,4,21,경기도,434616,331036,765652,3780636190,2944581630,6725217820,13.86,19.86,34
2019,2,06,02,5,22,경기도,1009809,421120,1430929,8659990370,3395616060,12055606430,17.14,21.43,39
2019,2,06,09,1,23,경기도,938309,716619,1654928,8040087500,6173680860,14213768360,16.14,21.43,38
2019,2,06,16,2,24,경기도,324630,595515,920145,2770170430,5180846510,7951016940,13.43,22.14,36
2019,2,06,23,3,25,경기도,318689,780672,1099361,2756853040,6793308770,9550161810,13.29,24.57,38
2019,2,06,30,4,26,경기도,225306,932996,1158302,1800498060,7763179260,9563677320,11.71,23,35
2019,3,07,07,1,27,경기도,73339,1634342,1707681,569852390,13954925330,14524777720,11.43,21.43,33
2019,3,07,14,2,28,경기도,108340,948200,1056540,860846570,8133726520,8994573090,13.71,24.43,38
2019,3,07,21,3,29,경기도,55668,1064087,1119755,388509950,9388845240,9777355190,12.57,28.43,41
2019,3,07,28,4,30,경기도,239719,747425,987144,2019369190,6432641430,8452010620,12.43,26.14,39
2019,3,08,04,1,31,경기도,1125028,608201,1733229,9237665910,4771161570,14008827480,12,22,34
2019,3,08,11,2,32,경기도,1380075,233700,1613775,11813515910,1845560330,13659076240,13.86,20,34
2019,3,08,18,3,33,경기도,1012374,613889,1626263,8675110950,5396934380,14072045330,15.29,21,36
2019,3,08,25,4,34,경기도,624176,298217,922393,5392769020,2589590170,7982359190,17.57,24.29,42
2019,3,09,01,5,35,경기도,556925,237619,794544,4485309200,1930184930,6415494130,17.43,22.86,40
2019,3,09,08,1,36,경기도,352574,204808,557382,2893333980,1741814220,4635148200,23.43,20.86,44
2019,3,09,15,2,37,경기도,1436248,65122,1501370,12783533090,531256320,13314789410,18.71,15.71,34
2019,3,09,22,3,38,경기도,479264,158005,637269,4021905610,1359097860,5381003470,18.86,18,37
2019,3,09,29,4,39,경기도,422872,124907,547779,3413601140,981134580,4394735720,20.43,22.29,43
2019,4,10,06,1,40,경기도,527882,619450,1147332,4426725450,5385347670,9812073120,18.43,21.29,40
2019,4,10,13,2,41,경기도,336283,513815,850098,2836276420,4383295320,7219571740,16.86,19.71,37
2019,4,10,20,3,42,경기도,186099,362447,548546,1569180370,3120181180,4689361550,26.57,20.14,47
2019,4,10,27,4,43,경기도,352141,277709,629850,3024733480,2332330620,5357064100,25.43,25,50
2019,4,11,03,5,44,경기도,364178,579174,943352,2886379560,4745115610,7631495170,14.43,28.29,43
2019,4,11,10,1,45,경기도,422184,314227,736411,3632359300,2664971000,6297330300,13.86,28.71,43
2019,4,11,17,2,46,경기도,496659,186783,683442,4256870030,1561056830,5817926860,15.71,30.71,46
2019,4,11,24,3,47,경기도,266420,1233555,1499975,2234536060,10549204320,12783740380,18.71,24.71,43
2019,4,12,01,1,48,경기도,243213,1184587,1427800,1938850340,9630152730,11569003070,18.57,18.14,37
2019,4,12,08,1,49,경기도,133176,784496,917672,1063372680,6631093140,7694465820,20.71,17.29,38
2019,4,12,15,2,50,경기도,72648,749212,821860,558380900,6343724900,6902105800,20.86,23.29,44
2019,4,12,22,3,51,경기도,964767,308357,1273124,8280209280,2536965620,10817174900,19,22.86,42
2019,4,12,29,4,52,경기도,1327391,429533,1756924,11120899160,3591910900,14712810060,12.29,18.43,31
2019,1,01,06,1,1,경상남도,57910,144119,202029,488388000,1184803900,1673191900,6.71,13.29,20
2019,1,01,13,2,2,경상남도,134543,59986,194529,1115910240,474541980,1590452220,9.29,15.86,25
2019,1,01,20,3,3,경상남도,124549,44834,169383,1028838190,362246620,1391084810,9.43,15.86,25
2019,1,01,27,4,4,경상남도,226323,18294,244617,1920629720,140476620,2061106340,7.14,19.71,27
2019,1,02,03,5,5,경상남도,318978,29586,348564,2590735240,233436340,2824171580,9.14,12.14,21
2019,1,02,10,1,6,경상남도,382982,95520,478502,3344686190,838145280,4182831470,7.14,11.57,19
2019,1,02,17,2,7,경상남도,150813,50938,201751,1245493840,423585050,1669078890,7,16.14,23
2019,1,02,24,3,8,경상남도,156093,33442,189535,1289715780,261523550,1551239330,7.57,18.71,26
2019,1,03,03,4,9,경상남도,176314,22244,198558,1385421190,165772380,1551193570,9,19.43,28
2019,1,03,10,1,10,경상남도,42415,147055,189470,354177020,1257755780,1611932800,8.43,17.14,26
2019,1,03,17,2,11,경상남도,17192,95483,112675,143674590,812908190,956582780,9,14.29,23
2019,1,03,24,3,12,경상남도,93368,35978,129346,802184360,301507510,1103691870,8.71,13.14,22
2019,1,03,31,4,13,경상남도,63679,67013,130692,502420240,529463400,1031883640,10,16,26
2019,2,04,07,1,14,경상남도,51362,56149,107511,422766990,461695780,884462770,9.71,17.29,27
2019,2,04,14,2,15,경상남도,44649,39662,84311,364813250,324522850,689336100,6.43,21.43,28
2019,2,04,21,3,16,경상남도,36796,23279,60075,290194500,188453250,478647750,9.71,20.71,30
2019,2,04,28,4,17,경상남도,30512,338628,369140,231888420,2776316940,3008205360,9.57,17,27
2019,2,05,05,1,18,경상남도,63254,243916,307170,494779060,2017496650,2512275710,8,12.57,21
2019,2,05,12,2,19,경상남도,84166,113319,197485,689810420,935666410,1625476830,8.29,12.71,21
2019,2,05,19,3,20,경상남도,151301,41554,192855,1271129460,343528700,1614658160,8.29,11.71,20
2019,2,05,26,4,21,경상남도,112581,62875,175456,938446960,518427280,1456874240,11.29,12.57,24
2019,2,06,02,5,22,경상남도,230348,91206,321554,1891233870,699528570,2590762440,10.86,13.14,24
2019,2,06,09,1,23,경상남도,186846,138102,324948,1568025660,1132738470,2700764130,7,19.29,26
2019,2,06,16,2,24,경상남도,66509,110987,177496,556937190,927839740,1484776930,8.57,15.43,24
2019,2,06,23,3,25,경상남도,79515,128764,208279,673871740,1070844320,1744716060,7.14,17.86,25
2019,2,06,30,4,26,경상남도,58596,172932,231528,471148660,1388483020,1859631680,5.86,16.86,23
2019,3,07,07,1,27,경상남도,14997,333870,348867,123609690,2744536280,2868145970,6.14,17.29,23
2019,3,07,14,2,28,경상남도,24711,172593,197304,205711070,1419015170,1624726240,7.57,14,22
2019,3,07,21,3,29,경상남도,10160,201617,211777,81574860,1692351220,1773926080,6.86,16.14,23
2019,3,07,28,4,30,경상남도,56943,132062,189005,468309690,1092055200,1560364890,8,17.57,26
2019,3,08,04,1,31,경상남도,274116,117214,391330,2189035900,897101160,3086137060,7,17.14,24
2019,3,08,11,2,32,경상남도,344975,44865,389840,2871316570,344405330,3215721900,10.29,14.57,25
2019,3,08,18,3,33,경상남도,234627,138221,372848,1959594300,1176596140,3136190440,10.14,14.71,25
2019,3,08,25,4,34,경상남도,153509,64599,218108,1287053870,544440770,1831494640,12.29,15.57,28
2019,3,09,01,5,35,경상남도,131430,49387,180817,1025857680,391155670,1417013350,12.57,16.43,29
2019,3,09,08,1,36,경상남도,83174,40840,124014,664439330,338140880,1002580210,16,19.86,36
2019,3,09,15,2,37,경상남도,336421,9074,345495,2926189050,73558810,2999747860,16.86,10.29,27
2019,3,09,22,3,38,경상남도,115928,23934,139862,959935180,201800120,1161735300,15.14,11.14,26
2019,3,09,29,4,39,경상남도,120137,18937,139074,946663540,144265010,1090928550,14.57,14.14,29
2019,4,10,06,1,40,경상남도,134348,97864,232212,1107794570,816941750,1924736320,13.86,14.14,28
2019,4,10,13,2,41,경상남도,85669,87597,173266,707355560,722787720,1430143280,12.71,14.43,27
2019,4,10,20,3,42,경상남도,47383,66637,114020,395441320,551036140,946477460,15,12.14,27
2019,4,10,27,4,43,경상남도,76250,48474,124724,638477440,393478880,1031956320,13.71,15.29,29
2019,4,11,03,5,44,경상남도,78685,108723,187408,607500400,850627600,1458128000,8.14,16.57,25
2019,4,11,10,1,45,경상남도,97617,60822,158439,815129740,490424500,1305554240,8.14,19,27
2019,4,11,17,2,46,경상남도,118676,32093,150769,987002380,256965580,1243967960,8.29,14,22
2019,4,11,24,3,47,경상남도,66527,252276,318803,545761240,2036763620,2582524860,10.71,14.29,25
2019,4,12,01,1,48,경상남도,55301,215577,270878,432659540,1664977440,2097636980,12.14,11.43,24
2019,4,12,08,1,49,경상남도,35134,161642,196776,272308620,1278632860,1550941480,11.14,12.43,24
2019,4,12,15,2,50,경상남도,19917,141033,160950,154378340,1127382720,1281761060,12,15.71,28
2019,4,12,22,3,51,경상남도,226177,47070,273247,1884923480,368909560,2253833040,8.14,13,21
2019,4,12,29,4,52,경상남도,318862,63059,381921,2592509560,495332920,3087842480,8.86,11.29,20
2019,1,01,06,1,1,경상북도,39401,86515,125916,327029650,693436500,1020466150,5.86,10.71,17
2019,1,01,13,2,2,경상북도,86616,40695,127311,706052100,315126750,1021178850,9.14,14.14,23
2019,1,01,20,3,3,경상북도,81178,27626,108804,657355590,217718580,875074170,11.29,14.14,25
2019,1,01,27,4,4,경상북도,149396,11532,160928,1244861560,83352310,1328213870,10.29,16.43,27
2019,1,02,03,5,5,경상북도,218624,21009,239633,1730902300,149410230,1880312530,12.57,11.29,24
2019,1,02,10,1,6,경상북도,255993,54733,310726,2196543380,446900520,2643443900,11.57,9,21
2019,1,02,17,2,7,경상북도,99378,29942,129320,808761470,234513020,1043274490,8.57,12.43,21
2019,1,02,24,3,8,경상북도,99495,19906,119401,809654660,147557670,957212330,10.43,13.86,24
2019,1,03,03,4,9,경상북도,113638,10551,124189,873836500,76227390,950063890,12.86,16.14,29
2019,1,03,10,1,10,경상북도,26354,88398,114752,215006550,726534240,941540790,10.71,10.14,21
2019,1,03,17,2,11,경상북도,12970,57971,70941,102579970,480260850,582840820,11.29,9,20
2019,1,03,24,3,12,경상북도,62033,22930,84963,521620440,185659710,707280150,10.29,9.43,20
2019,1,03,31,4,13,경상북도,43321,43665,86986,335925220,336536720,672461940,9.29,13.14,22
2019,2,04,07,1,14,경상북도,30672,31994,62666,247975150,259332840,507307990,8,14.71,23
2019,2,04,14,2,15,경상북도,27824,22802,50626,222740090,185489030,408229120,9,14.57,24
2019,2,04,21,3,16,경상북도,22631,12725,35356,176694420,102193340,278887760,11.14,16.29,27
2019,2,04,28,4,17,경상북도,18615,205708,224323,136292340,1631287440,1767579780,11.86,10.29,22
2019,2,05,05,1,18,경상북도,39399,148242,187641,303346840,1185773960,1489120800,11.43,6.86,18
2019,2,05,12,2,19,경상북도,52285,66951,119236,423763470,534751800,958515270,9.43,9.43,19
2019,2,05,19,3,20,경상북도,90738,23613,114351,755861400,188168100,944029500,8.86,8.43,17
2019,2,05,26,4,21,경상북도,68718,32331,101049,566908060,262858800,829766860,10,9.57,20
2019,2,06,02,5,22,경상북도,133336,47954,181290,1088622680,361227150,1449849830,11.57,6.71,18
2019,2,06,09,1,23,경상북도,125262,82529,207791,1026314720,658711200,1685025920,10,9,19
2019,2,06,16,2,24,경상북도,43511,63873,107384,356918840,520615680,877534520,6.43,12.71,19
2019,2,06,23,3,25,경상북도,51725,78284,130009,431970220,634853680,1066823900,6.14,14.43,21
2019,2,06,30,4,26,경상북도,40858,101025,141883,321239480,791102980,1112342460,6.86,13.86,21
2019,3,07,07,1,27,경상북도,9226,181217,190443,71229580,1451703360,1522932940,9.14,14.43,24
2019,3,07,14,2,28,경상북도,17092,114808,131900,135609200,909253720,1044862920,9.29,12.29,22
2019,3,07,21,3,29,경상북도,6856,130164,137020,52378740,1049154380,1101533120,9.86,14.57,24
2019,3,07,28,4,30,경상북도,37905,82404,120309,302166620,658814530,960981150,10,12.43,22
2019,3,08,04,1,31,경상북도,172286,69205,241491,1338407440,516766080,1855173520,7.43,9.86,17
2019,3,08,11,2,32,경상북도,211777,26414,238191,1722698230,197204840,1919903070,12.57,9.43,22
2019,3,08,18,3,33,경상북도,153454,81631,235085,1245271890,675134440,1920406330,14.29,10.71,25
2019,3,08,25,4,34,경상북도,103695,38618,142313,847177200,316697120,1163874320,14.57,14.43,29
2019,3,09,01,5,35,경상북도,87187,27755,114942,663979480,213429910,877409390,13.14,13.71,27
2019,3,09,08,1,36,경상북도,55658,25481,81139,431499710,205762350,637262060,15.86,13.86,30
2019,3,09,15,2,37,경상북도,221982,5779,227761,1891209290,45197900,1936407190,13.86,9,23
2019,3,09,22,3,38,경상북도,79791,13565,93356,648734040,111353580,760087620,14.14,10.29,24
2019,3,09,29,4,39,경상북도,75367,9118,84485,583455190,69087140,652542330,15,10.86,26
2019,4,10,06,1,40,경상북도,89826,62709,152535,721723540,513664910,1235388450,15,10.71,26
2019,4,10,13,2,41,경상북도,56981,56405,113386,459151300,455939960,915091260,14.14,10.43,25
2019,4,10,20,3,42,경상북도,30302,40841,71143,243528120,330418100,573946220,18.29,10.43,29
2019,4,10,27,4,43,경상북도,46634,31918,78552,381230800,256979740,638210540,14.14,11.86,26
2019,4,11,03,5,44,경상북도,48657,68685,117342,368840520,524360000,893200520,10.57,14.43,25
2019,4,11,10,1,45,경상북도,61765,38390,100155,504836860,303251240,808088100,8,14.29,22
2019,4,11,17,2,46,경상북도,76979,20792,97771,627673060,162988500,790661560,10.86,13.43,24
2019,4,11,24,3,47,경상북도,44431,164803,209234,350566460,1289538120,1640104580,14.29,13.43,28
2019,4,12,01,1,48,경상북도,36085,142930,179015,277277560,1066756240,1344033800,13.43,9.29,23
2019,4,12,08,1,49,경상북도,21859,88749,110608,167694040,687557820,855251860,14.29,9.86,24
2019,4,12,15,2,50,경상북도,15377,89254,104631,112622120,693606800,806228920,13.43,12.86,26
2019,4,12,22,3,51,경상북도,156691,30479,187170,1266550940,232761480,1499312420,10.14,9.29,19
2019,4,12,29,4,52,경상북도,212320,38222,250542,1693749420,296751280,1990500700,8,9.57,18
2019,1,01,06,1,1,광주광역시,43152,88742,131894,363977950,740637850,1104615800,8,13.14,21
2019,1,01,13,2,2,광주광역시,91394,44303,135697,754327180,352472100,1106799280,8.71,15.14,24
2019,1,01,20,3,3,광주광역시,89222,32910,122132,726322050,270486550,996808600,8.71,18.14,27
2019,1,01,27,4,4,광주광역시,156946,13297,170243,1324690730,108400760,1433091490,8.71,17.57,26
2019,1,02,03,5,5,광주광역시,211881,21487,233368,1704803770,178916650,1883720420,8.86,11.43,20
2019,1,02,10,1,6,광주광역시,244651,66298,310949,2113348330,607463520,2720811850,8.57,11,20
2019,1,02,17,2,7,광주광역시,102847,42676,145523,828768670,355947280,1184715950,7,14,21
2019,1,02,24,3,8,광주광역시,110574,26234,136808,895870010,208506640,1104376650,8.43,17.57,26
2019,1,03,03,4,9,광주광역시,124001,15809,139810,968467710,121303800,1089771510,9.43,19.57,29
2019,1,03,10,1,10,광주광역시,28702,99186,127888,235700580,862756160,1098456740,8,15.14,23
2019,1,03,17,2,11,광주광역시,12197,67224,79421,99922310,574706610,674628920,8.14,15.14,23
2019,1,03,24,3,12,광주광역시,71226,28858,100084,612219480,242078800,854298280,8.71,13.71,22
2019,1,03,31,4,13,광주광역시,46711,53782,100493,375279860,426704530,801984390,9,12.14,21
2019,2,04,07,1,14,광주광역시,35518,39879,75397,295264150,330096890,625361040,9,13.29,22
2019,2,04,14,2,15,광주광역시,33654,30117,63771,277100910,250451830,527552740,7.57,17,25
2019,2,04,21,3,16,광주광역시,29092,17539,46631,233300150,145352110,378652260,11,21.14,32
2019,2,04,28,4,17,광주광역시,17398,209923,227321,132253520,1787360730,1919614250,10.29,17.43,28
2019,2,05,05,1,18,광주광역시,41222,155915,197137,326060540,1332120370,1658180910,7.57,11.71,19
2019,2,05,12,2,19,광주광역시,58783,74894,133677,486920860,638961740,1125882600,6.86,10.71,18
2019,2,05,19,3,20,광주광역시,102186,27956,130142,869268470,240414390,1109682860,7.57,11.43,19
2019,2,05,26,4,21,광주광역시,74830,38905,113735,630792930,338965830,969758760,11.29,11.43,23
2019,2,06,02,5,22,광주광역시,143325,54382,197707,1197695260,434964930,1632660190,12.57,9.86,22
2019,2,06,09,1,23,광주광역시,133110,98088,231198,1092129890,821209740,1913339630,8.71,11.29,20
2019,2,06,16,2,24,광주광역시,48067,82128,130195,392895860,694666890,1087562750,8.57,13.71,22
2019,2,06,23,3,25,광주광역시,65466,98116,163582,552989870,826203180,1379193050,7.86,14.43,22
2019,2,06,30,4,26,광주광역시,49252,118678,167930,393389530,964134990,1357524520,6.14,16.86,23
2019,3,07,07,1,27,광주광역시,13340,206970,220310,107625510,1737566210,1845191720,7,16.86,24
2019,3,07,14,2,28,광주광역시,20681,134651,155332,165025730,1093900910,1258926640,7,15.29,22
2019,3,07,21,3,29,광주광역시,9058,145941,154999,72317780,1231402940,1303720720,6.86,19.57,26
2019,3,07,28,4,30,광주광역시,40075,97274,137349,327192770,800833220,1128025990,8,16.14,24
2019,3,08,04,1,31,광주광역시,188440,80982,269422,1507382840,621141600,2128524440,7.71,14,22
2019,3,08,11,2,32,광주광역시,223154,27565,250719,1833320230,214052390,2047372620,10.57,11.14,22
2019,3,08,18,3,33,광주광역시,166321,95008,261329,1368324150,821351740,2189675890,11.57,11.14,23
2019,3,08,25,4,34,광주광역시,111544,46143,157687,923024450,391451770,1314476220,13.14,11.57,25
2019,3,09,01,5,35,광주광역시,94426,36188,130614,737741620,289137100,1026878720,13.71,11.71,25
2019,3,09,08,1,36,광주광역시,55724,33875,89599,453363740,279183140,732546880,14.86,10.86,26
2019,3,09,15,2,37,광주광역시,226083,10718,236801,1957603870,86540530,2044144400,14.43,8.14,23
2019,3,09,22,3,38,광주광역시,84958,20549,105507,695048710,177723520,872772230,13.14,9.57,23
2019,3,09,29,4,39,광주광역시,74206,14106,88312,586626860,111549920,698176780,12,12.57,25
2019,4,10,06,1,40,광주광역시,94095,73559,167654,774740050,625705720,1400445770,12.43,12,24
2019,4,10,13,2,41,광주광역시,60689,60260,120949,497362880,501057060,998419940,12,11.71,24
2019,4,10,20,3,42,광주광역시,34672,51816,86488,280134700,423202840,703337540,16.71,11.71,28
2019,4,10,27,4,43,광주광역시,51587,37060,88647,430651160,299706460,730357620,12.43,15.71,28
2019,4,11,03,5,44,광주광역시,55194,71858,127052,428629780,573123640,1001753420,8.29,16.86,25
2019,4,11,10,1,45,광주광역시,69989,41478,111467,587958000,337181900,925139900,5.29,15.86,21
2019,4,11,17,2,46,광주광역시,92502,25194,117696,764348720,198492180,962840900,7.71,17,25
2019,4,11,24,3,47,광주광역시,52190,162867,215057,420713280,1350096180,1770809460,9.71,12.14,22
2019,4,12,01,1,48,광주광역시,45772,144239,190011,348963120,1135895140,1484858260,12.43,9.29,22
2019,4,12,08,1,49,광주광역시,29023,100144,129167,215720740,817554640,1033275380,12.71,10.71,23
2019,4,12,15,2,50,광주광역시,18625,99312,117937,132627460,802685000,935312460,10.86,14.86,26
2019,4,12,22,3,51,광주광역시,154295,41329,195624,1257414520,325176340,1582590860,8.43,13,21
2019,4,12,29,4,52,광주광역시,216918,50485,267403,1736634100,402631020,2139265120,8.29,12.43,21
2019,1,01,06,1,1,대구광역시,58622,136585,195207,520935900,1185166450,1706102350,8.86,14,23
2019,1,01,13,2,2,대구광역시,119966,73103,193069,1047525050,617548700,1665073750,10.14,16.29,26
2019,1,01,20,3,3,대구광역시,117548,53283,170831,1017602340,450542960,1468145300,9.86,19.71,30
2019,1,01,27,4,4,대구광역시,219899,21304,241203,1954753270,169317880,2124071150,9.57,20,30
2019,1,02,03,5,5,대구광역시,308803,33926,342729,2594635650,282523030,2877158680,11,13,24
2019,1,02,10,1,6,대구광역시,352146,96067,448213,3215953730,896721770,4112675500,8.71,10.71,19
2019,1,02,17,2,7,대구광역시,142368,62508,204876,1204865640,540225430,1745091070,10,15.14,25
2019,1,02,24,3,8,대구광역시,154294,40750,195044,1315576990,328515430,1644092420,9.43,20.57,30
2019,1,03,03,4,9,대구광역시,176342,28529,204871,1419217150,213494160,1632711310,10.57,22.43,33
2019,1,03,10,1,10,대구광역시,41107,158258,199365,356507560,1418901350,1775408910,9.71,17,27
2019,1,03,17,2,11,대구광역시,18366,103675,122041,155259610,928479530,1083739140,11.43,17.43,29
2019,1,03,24,3,12,대구광역시,98317,44251,142568,875088590,386402070,1261490660,12.57,18.14,31
2019,1,03,31,4,13,대구광역시,82682,83542,166224,676638200,681292170,1357930370,12.43,17.86,30
2019,2,04,07,1,14,대구광역시,49977,65318,115295,426441010,558803560,985244570,10.71,16.14,27
2019,2,04,14,2,15,대구광역시,40635,46965,87600,347664850,401128660,748793510,10.43,19.57,30
